method,sim_seed,N_sim,total_wait,mean_wait_all,mean_wait_served,mean_oracle_outcome_served,num_unserved,frac_unserved,sim_wall_s,alloc_0,alloc_1,N,ipw_value
treat_all,13,1000,663743.1805892583,663.7431805892584,509.5163964689887,,567,0.567,0.002156496047973633,0.0,1.0,200,2.1439523396007845
F,13,1000,93.09468256738086,0.09309468256738086,0.09309468256738086,,0,0.0,0.0024149417877197266,0.923,0.077,200,20.029018655231894
S2-linear,13,1000,42332.09802258325,42.33209802258325,42.33209802258325,,0,0.0,0.002369403839111328,0.629,0.371,200,13.720091897120557
S2-lasso,13,1000,39413.237230980376,39.41323723098038,39.41323723098038,,0,0.0,0.00237274169921875,0.639,0.361,200,14.934486662043108
S2-knn,13,1000,41.522483004438065,0.04152248300443807,0.04152248300443807,,0,0.0,0.0024073123931884766,0.83,0.17,200,20.753954279272282
random,14,1000,181114.9765548236,181.1149765548236,169.27766107203314,,32,0.032,0.003707408905029297,0.503,0.497,200,12.197121356427091
treat_all,14,1000,701185.0366679451,701.185036667945,582.108690561215,,535,0.535,0.002209186553955078,0.0,1.0,200,2.1439523396007845
F,14,1000,83.83397192455928,0.08383397192455928,0.08383397192455928,,0,0.0,0.0024652481079101562,0.926,0.074,200,20.029018655231894
S2-linear,14,1000,63236.25485260975,63.236254852609754,63.236254852609754,,0,0.0,0.002420663833618164,0.624,0.376,200,13.720091897120557
S2-lasso,14,1000,56114.08863936292,56.11408863936292,56.11408863936292,,0,0.0,0.002421855926513672,0.642,0.358,200,14.934486662043108
S2-knn,14,1000,217.73226056206528,0.21773226056206527,0.21773226056206527,,0,0.0,0.002453327178955078,0.832,0.168,200,20.753954279272282
random,15,1000,133436.6992383413,133.4366992383413,131.2387821828777,,6,0.006,0.003626585006713867,0.523,0.477,200,12.197121356427091
treat_all,15,1000,640730.5898122464,640.7305898122464,520.252610725721,,529,0.529,0.0021431446075439453,0.0,1.0,200,2.1439523396007845
F,15,1000,196.75099470811108,0.19675099470811108,0.19675099470811108,,0,0.0,0.0024225711822509766,0.929,0.071,200,20.029018655231894
S2-linear,15,1000,31161.236435240622,31.16123643524062,31.16123643524062,,0,0.0,0.002385854721069336,0.634,0.366,200,13.720091897120557
S2-lasso,15,1000,22837.01229801033,22.83701229801033,22.83701229801033,,0,0.0,0.00238800048828125,0.645,0.355,200,14.934486662043108
S2-knn,15,1000,2.115978215294289,0.002115978215294289,0.002115978215294289,,0,0.0,0.002432107925415039,0.815,0.185,200,20.753954279272282
random,16,1000,115539.4442652433,115.5394442652433,111.44243524771342,,10,0.01,0.003713369369506836,0.497,0.503,200,12.197121356427091
treat_all,16,1000,627305.3332147074,627.3053332147074,486.5550606990829,,507,0.507,0.002403736114501953,0.0,1.0,200,2.1439523396007845
F,16,1000,0.0,0.0,0.0,,0,0.0,0.002512693405151367,0.918,0.082,200,20.029018655231894
S2-linear,16,1000,24344.39798506743,24.34439798506743,24.34439798506743,,0,0.0,0.002456188201904297,0.613,0.387,200,13.720091897120557
S2-lasso,16,1000,15634.810693653933,15.634810693653934,15.634810693653934,,0,0.0,0.0024688243865966797,0.633,0.367,200,14.934486662043108
S2-knn,16,1000,12.711213371569105,0.012711213371569104,0.012711213371569104,,0,0.0,0.002522706985473633,0.833,0.167,200,20.753954279272282
random,17,1000,138634.67953500705,138.63467953500705,128.82095030397923,,23,0.023,0.0037195682525634766,0.498,0.502,200,12.197121356427091
treat_all,17,1000,654641.6609505829,654.641660950583,513.0342970106116,,521,0.521,0.0022459030151367188,0.0,1.0,200,2.1439523396007845
F,17,1000,0.0,0.0,0.0,,0,0.0,0.0024864673614501953,0.917,0.083,200,20.029018655231894
S2-linear,17,1000,19901.277106409383,19.901277106409385,19.901277106409385,,0,0.0,0.002452373504638672,0.634,0.366,200,13.720091897120557
S2-lasso,17,1000,5184.8163139138705,5.1848163139138705,5.1848163139138705,,0,0.0,0.0024514198303222656,0.657,0.343,200,14.934486662043108
S2-knn,17,1000,0.0,0.0,0.0,,0,0.0,0.002488851547241211,0.838,0.162,200,20.753954279272282
random,18,1000,150575.6709708243,150.57567097082432,139.69106715996216,,29,0.029,0.003619670867919922,0.517,0.483,200,12.197121356427091
treat_all,18,1000,643255.0449234799,643.2550449234799,523.5190602198134,,546,0.546,0.0021326541900634766,0.0,1.0,200,2.1439523396007845
F,18,1000,684.5463099645117,0.6845463099645117,0.6845463099645117,,0,0.0,0.0023534297943115234,0.919,0.081,200,20.029018655231894
S2-linear,18,1000,41354.638773467945,41.35463877346795,41.35463877346795,,0,0.0,0.0023512840270996094,0.635,0.365,200,13.720091897120557
S2-lasso,18,1000,35306.09065612693,35.306090656126926,35.306090656126926,,0,0.0,0.002361297607421875,0.642,0.358,200,14.934486662043108
S2-knn,18,1000,46.316709694710376,0.04631670969471038,0.04631670969471038,,0,0.0,0.0023910999298095703,0.832,0.168,200,20.753954279272282
random,19,1000,164217.35364486478,164.21735364486477,142.10900801998264,,55,0.055,0.0036208629608154297,0.512,0.488,200,12.197121356427091
treat_all,19,1000,662190.1515407747,662.1901515407748,526.5919794500222,,567,0.567,0.0021505355834960938,0.0,1.0,200,2.1439523396007845
F,19,1000,4822.187510806819,4.822187510806819,4.822187510806819,,0,0.0,0.0023376941680908203,0.898,0.102,200,20.029018655231894
S2-linear,19,1000,55909.95213869418,55.90995213869418,55.90995213869418,,0,0.0,0.0024213790893554688,0.63,0.37,200,13.720091897120557
S2-lasso,19,1000,45663.32196526905,45.663321965269056,45.663321965269056,,0,0.0,0.0023658275604248047,0.644,0.356,200,14.934486662043108
S2-knn,19,1000,3227.318351849139,3.227318351849139,3.227318351849139,,0,0.0,0.0023987293243408203,0.831,0.169,200,20.753954279272282
random,20,1000,157554.31133060527,157.55431133060526,144.6249275588808,,33,0.033,0.003635883331298828,0.513,0.487,200,12.197121356427091
treat_all,20,1000,675069.3321700825,675.0693321700825,538.9650010860904,,546,0.546,0.0021681785583496094,0.0,1.0,200,2.1439523396007845
F,20,1000,4357.714399543045,4.357714399543045,4.357714399543045,,0,0.0,0.0023512840270996094,0.907,0.093,200,20.029018655231894
S2-linear,20,1000,36180.37481678421,36.180374816784216,36.180374816784216,,0,0.0,0.0024025440216064453,0.661,0.339,200,13.720091897120557
S2-lasso,20,1000,29950.82708008932,29.95082708008932,29.95082708008932,,0,0.0,0.002576112747192383,0.671,0.329,200,14.934486662043108
S2-knn,20,1000,888.7336503041381,0.8887336503041381,0.8887336503041381,,0,0.0,0.0023956298828125,0.846,0.154,200,20.753954279272282
random,21,1000,168864.3400959032,168.8643400959032,134.63726178815966,,79,0.079,0.0036821365356445312,0.511,0.489,200,12.197121356427091
treat_all,21,1000,674803.942607118,674.8039426071181,516.5075588218635,,590,0.59,0.002184152603149414,0.0,1.0,200,2.1439523396007845
F,21,1000,8117.787750539132,8.117787750539131,8.117787750539131,,0,0.0,0.002351522445678711,0.937,0.063,200,20.029018655231894
S2-linear,21,1000,43480.19417801005,43.48019417801005,43.48019417801005,,0,0.0,0.0024166107177734375,0.639,0.361,200,13.720091897120557
S2-lasso,21,1000,37646.15352606724,37.64615352606724,37.64615352606724,,0,0.0,0.0023882389068603516,0.65,0.35,200,14.934486662043108
S2-knn,21,1000,801.6553941327303,0.8016553941327303,0.8016553941327303,,0,0.0,0.0024547576904296875,0.848,0.152,200,20.753954279272282
random,22,1000,152529.9709040734,152.5299709040734,144.70035157410766,,20,0.02,0.0036842823028564453,0.499,0.501,200,12.197121356427091
treat_all,22,1000,659762.420008847,659.762420008847,535.1374698444602,,519,0.519,0.0022356510162353516,0.0,1.0,200,2.1439523396007845
F,22,1000,442.73989348171796,0.44273989348171794,0.44273989348171794,,0,0.0,0.0024695396423339844,0.924,0.076,200,20.029018655231894
S2-linear,22,1000,34741.60041461175,34.741600414611746,34.741600414611746,,0,0.0,0.0024330615997314453,0.619,0.381,200,13.720091897120557
S2-lasso,22,1000,25653.162871547545,25.653162871547547,25.653162871547547,,0,0.0,0.0024793148040771484,0.633,0.367,200,14.934486662043108
S2-knn,22,1000,61.18480637810482,0.06118480637810482,0.06118480637810482,,0,0.0,0.002464771270751953,0.831,0.169,200,20.753954279272282
random,23,1000,190806.98285930505,190.80698285930504,162.0189928687938,,73,0.073,0.0036351680755615234,0.49,0.51,200,12.197121356427091
treat_all,23,1000,656915.0836398492,656.9150836398492,533.3156163605244,,563,0.563,0.002154111862182617,0.0,1.0,200,2.1439523396007845
F,23,1000,163.41056389554635,0.16341056389554634,0.16341056389554634,,0,0.0,0.002376079559326172,0.925,0.075,200,20.029018655231894
S2-linear,23,1000,33507.3548864938,33.5073548864938,33.5073548864938,,0,0.0,0.002370595932006836,0.65,0.35,200,13.720091897120557
S2-lasso,23,1000,36945.83549787916,36.94583549787916,36.94583549787916,,0,0.0,0.0023529529571533203,0.644,0.356,200,14.934486662043108
S2-knn,23,1000,0.0,0.0,0.0,,0,0.0,0.0023784637451171875,0.83,0.17,200,20.753954279272282
random,24,1000,130814.27291457176,130.81427291457177,115.07105855025452,,38,0.038,0.003663778305053711,0.517,0.483,200,12.197121356427091
treat_all,24,1000,636525.8550032843,636.5258550032843,477.13891088568363,,555,0.555,0.0021572113037109375,0.0,1.0,200,2.1439523396007845
F,24,1000,2.8245345132418986,0.0028245345132418987,0.0028245345132418987,,0,0.0,0.0024607181549072266,0.931,0.069,200,20.029018655231894
S2-linear,24,1000,19889.806562349266,19.889806562349264,19.889806562349264,,0,0.0,0.0025784969329833984,0.648,0.352,200,13.720091897120557
S2-lasso,24,1000,14516.376680012258,14.516376680012257,14.516376680012257,,0,0.0,0.0023910999298095703,0.66,0.34,200,14.934486662043108
S2-knn,24,1000,5.583080851372892,0.005583080851372892,0.005583080851372892,,0,0.0,0.0024476051330566406,0.849,0.151,200,20.753954279272282
random,25,1000,152507.65953852548,152.50765953852547,137.37855701522835,,37,0.037,0.003681659698486328,0.502,0.498,200,12.197121356427091
treat_all,25,1000,661410.8790656582,661.4108790656582,531.2715320990304,,539,0.539,0.0022125244140625,0.0,1.0,200,2.1439523396007845
F,25,1000,24.172756035073284,0.024172756035073285,0.024172756035073285,,0,0.0,0.002488851547241211,0.917,0.083,200,20.029018655231894
S2-linear,25,1000,42874.671244706566,42.87467124470657,42.87467124470657,,0,0.0,0.002407550811767578,0.62,0.38,200,13.720091897120557
S2-lasso,25,1000,27062.104376344574,27.062104376344575,27.062104376344575,,0,0.0,0.0024154186248779297,0.642,0.358,200,14.934486662043108
S2-knn,25,1000,2.700633068994404,0.002700633068994404,0.002700633068994404,,0,0.0,0.002462148666381836,0.837,0.163,200,20.753954279272282
random,26,1000,165523.67181149215,165.52367181149216,140.6609732378957,,61,0.061,0.0036809444427490234,0.502,0.498,200,12.197121356427091
treat_all,26,1000,674949.4290790542,674.9494290790542,531.3433560344413,,563,0.563,0.0021920204162597656,0.0,1.0,200,2.1439523396007845
F,26,1000,55.63198647833476,0.05563198647833476,0.05563198647833476,,0,0.0,0.0024259090423583984,0.909,0.091,200,20.029018655231894
S2-linear,26,1000,41388.20160728363,41.38820160728363,41.38820160728363,,0,0.0,0.0024280548095703125,0.634,0.366,200,13.720091897120557
S2-lasso,26,1000,28571.52326316233,28.57152326316233,28.57152326316233,,0,0.0,0.0023615360260009766,0.64,0.36,200,14.934486662043108
S2-knn,26,1000,22.024394068751768,0.022024394068751767,0.022024394068751767,,0,0.0,0.002429485321044922,0.839,0.161,200,20.753954279272282
random,27,1000,160033.67777798805,160.03367777798806,143.94971141288735,,43,0.043,0.0036313533782958984,0.508,0.492,200,12.197121356427091
treat_all,27,1000,638131.8086145602,638.1318086145602,525.6103169843637,,551,0.551,0.002173900604248047,0.0,1.0,200,2.1439523396007845
F,27,1000,21.48414227887038,0.02148414227887038,0.02148414227887038,,0,0.0,0.0024001598358154297,0.912,0.088,200,20.029018655231894
S2-linear,27,1000,49108.19009729032,49.10819009729032,49.10819009729032,,0,0.0,0.002353191375732422,0.642,0.358,200,13.720091897120557
S2-lasso,27,1000,35839.14614070246,35.83914614070246,35.83914614070246,,0,0.0,0.002327442169189453,0.656,0.344,200,14.934486662043108
S2-knn,27,1000,48.42848127397915,0.048428481273979154,0.048428481273979154,,0,0.0,0.002363920211791992,0.823,0.177,200,20.753954279272282
random,28,1000,132999.00963457677,132.99900963457677,118.18605193848802,,35,0.035,0.0037322044372558594,0.505,0.495,200,12.197121356427091
treat_all,28,1000,625491.955515659,625.4919555156589,492.17443693359183,,540,0.54,0.0022008419036865234,0.0,1.0,200,2.1439523396007845
F,28,1000,20.48318088152307,0.02048318088152307,0.02048318088152307,,0,0.0,0.0024428367614746094,0.927,0.073,200,20.029018655231894
S2-linear,28,1000,33260.84202763429,33.26084202763429,33.26084202763429,,0,0.0,0.002428293228149414,0.612,0.388,200,13.720091897120557
S2-lasso,28,1000,29136.26735754199,29.13626735754199,29.13626735754199,,0,0.0,0.002421140670776367,0.623,0.377,200,14.934486662043108
S2-knn,28,1000,0.0,0.0,0.0,,0,0.0,0.002433300018310547,0.838,0.162,200,20.753954279272282
random,29,1000,149924.5959144163,149.9245959144163,137.1728245329919,,32,0.032,0.003659963607788086,0.502,0.498,200,12.197121356427091
treat_all,29,1000,657012.8947596569,657.0128947596569,522.9335388446306,,534,0.534,0.002223968505859375,0.0,1.0,200,2.1439523396007845
F,29,1000,147.60519393123076,0.14760519393123075,0.14760519393123075,,0,0.0,0.0024743080139160156,0.914,0.086,200,20.029018655231894
S2-linear,29,1000,38273.02927015611,38.273029270156115,38.273029270156115,,0,0.0,0.002442598342895508,0.625,0.375,200,13.720091897120557
S2-lasso,29,1000,29563.41979110163,29.56341979110163,29.56341979110163,,0,0.0,0.002420186996459961,0.637,0.363,200,14.934486662043108
S2-knn,29,1000,1.590226556530923,0.001590226556530923,0.001590226556530923,,0,0.0,0.002468109130859375,0.826,0.174,200,20.753954279272282
random,30,1000,205106.003648475,205.106003648475,166.68272096163813,,92,0.092,0.003765106201171875,0.463,0.537,200,12.197121356427091
treat_all,30,1000,676222.5346690957,676.2225346690957,535.8888521099898,,555,0.555,0.002270221710205078,0.0,1.0,200,2.1439523396007845
F,30,1000,0.0,0.0,0.0,,0,0.0,0.0024933815002441406,0.93,0.07,200,20.029018655231894
S2-linear,30,1000,37031.7672187191,37.0317672187191,37.0317672187191,,0,0.0,0.002518892288208008,0.652,0.348,200,13.720091897120557
S2-lasso,30,1000,29590.492817029437,29.590492817029435,29.590492817029435,,0,0.0,0.0024285316467285156,0.662,0.338,200,14.934486662043108
S2-knn,30,1000,0.0,0.0,0.0,,0,0.0,0.002481222152709961,0.844,0.156,200,20.753954279272282
random,31,1000,144789.57783850894,144.78957783850893,144.78957783850893,,0,0.0,0.0037772655487060547,0.508,0.492,200,12.197121356427091
treat_all,31,1000,683371.048151608,683.371048151608,564.7310287444255,,505,0.505,0.002249479293823242,0.0,1.0,200,2.1439523396007845
F,31,1000,79.67955745302956,0.07967955745302956,0.07967955745302956,,0,0.0,0.002496480941772461,0.926,0.074,200,20.029018655231894
S2-linear,31,1000,43903.229011857686,43.90322901185768,43.90322901185768,,0,0.0,0.002529621124267578,0.632,0.368,200,13.720091897120557
S2-lasso,31,1000,30264.695351205977,30.264695351205976,30.264695351205976,,0,0.0,0.002522706985473633,0.647,0.353,200,14.934486662043108
S2-knn,31,1000,4.1937224857247495,0.00419372248572475,0.00419372248572475,,0,0.0,0.0025234222412109375,0.824,0.176,200,20.753954279272282
random,32,1000,163960.86713916843,163.96086713916844,138.7609570251231,,61,0.061,0.0036406517028808594,0.525,0.475,200,12.197121356427091
treat_all,32,1000,671840.1372173037,671.8401372173038,541.3224202523792,,586,0.586,0.0021653175354003906,0.0,1.0,200,2.1439523396007845
F,32,1000,83.61015136564467,0.08361015136564467,0.08361015136564467,,0,0.0,0.0023899078369140625,0.926,0.074,200,20.029018655231894
S2-linear,32,1000,66494.68490691103,66.49468490691103,66.49468490691103,,0,0.0,0.002362966537475586,0.634,0.366,200,13.720091897120557
S2-lasso,32,1000,53063.61601143294,53.06361601143294,53.06361601143294,,0,0.0,0.0023508071899414062,0.652,0.348,200,14.934486662043108
S2-knn,32,1000,96.92220818573925,0.09692220818573925,0.09692220818573925,,0,0.0,0.002379179000854492,0.843,0.157,200,20.753954279272282
random,33,1000,177209.83833803388,177.20983833803388,154.0849079333392,,57,0.057,0.0036535263061523438,0.479,0.521,200,12.197121356427091
treat_all,33,1000,660033.4919731212,660.0334919731212,544.7854515022849,,536,0.536,0.0022134780883789062,0.0,1.0,200,2.1439523396007845
F,33,1000,3705.042981808871,3.705042981808871,3.705042981808871,,0,0.0,0.0023937225341796875,0.914,0.086,200,20.029018655231894
S2-linear,33,1000,18954.223687632697,18.954223687632698,18.954223687632698,,0,0.0,0.002348661422729492,0.665,0.335,200,13.720091897120557
S2-lasso,33,1000,10382.499266976945,10.382499266976945,10.382499266976945,,0,0.0,0.002347230911254883,0.685,0.315,200,14.934486662043108
S2-knn,33,1000,1566.847074686588,1.5668470746865881,1.5668470746865881,,0,0.0,0.002365589141845703,0.83,0.17,200,20.753954279272282
random,34,1000,186175.2115291489,186.1752115291489,155.0586606014131,,71,0.071,0.0036852359771728516,0.49,0.51,200,12.197121356427091
treat_all,34,1000,683470.8015417451,683.4708015417451,536.9898898497795,,561,0.561,0.002204418182373047,0.0,1.0,200,2.1439523396007845
F,34,1000,109.73993139307464,0.10973993139307464,0.10973993139307464,,0,0.0,0.002422332763671875,0.925,0.075,200,20.029018655231894
S2-linear,34,1000,17227.051744570254,17.227051744570254,17.227051744570254,,0,0.0,0.0023963451385498047,0.675,0.325,200,13.720091897120557
S2-lasso,34,1000,14544.866795512957,14.544866795512958,14.544866795512958,,0,0.0,0.002402067184448242,0.679,0.321,200,14.934486662043108
S2-knn,34,1000,31.937652599187533,0.03193765259918753,0.03193765259918753,,0,0.0,0.002431631088256836,0.828,0.172,200,20.753954279272282
random,35,1000,211679.68121844664,211.67968121844663,177.4870201576735,,84,0.084,0.0036468505859375,0.501,0.499,200,12.197121356427091
treat_all,35,1000,719390.2213438429,719.3902213438429,583.7650020199632,,585,0.585,0.002213001251220703,0.0,1.0,200,2.1439523396007845
F,35,1000,283.30622534868974,0.2833062253486897,0.2833062253486897,,0,0.0,0.0024290084838867188,0.934,0.066,200,20.029018655231894
S2-linear,35,1000,75295.82284614503,75.29582284614503,75.29582284614503,,0,0.0,0.0024099349975585938,0.636,0.364,200,13.720091897120557
S2-lasso,35,1000,50574.23678718665,50.57423678718665,50.57423678718665,,0,0.0,0.0023903846740722656,0.667,0.333,200,14.934486662043108
S2-knn,35,1000,17.23015985670668,0.01723015985670668,0.01723015985670668,,0,0.0,0.0024518966674804688,0.836,0.164,200,20.753954279272282
random,36,1000,176340.99530203678,176.3409953020368,141.9674269745727,,81,0.081,0.0036385059356689453,0.495,0.505,200,12.197121356427091
treat_all,36,1000,655422.1320642201,655.4221320642201,512.1189410468659,,576,0.576,0.002190828323364258,0.0,1.0,200,2.1439523396007845
F,36,1000,110.53468274949583,0.11053468274949584,0.11053468274949584,,0,0.0,0.002439737319946289,0.918,0.082,200,20.029018655231894
S2-linear,36,1000,36473.695782138006,36.47369578213801,36.47369578213801,,0,0.0,0.0023941993713378906,0.644,0.356,200,13.720091897120557
S2-lasso,36,1000,33004.14975028948,33.00414975028948,33.00414975028948,,0,0.0,0.0024008750915527344,0.648,0.352,200,14.934486662043108
S2-knn,36,1000,1.7588066063515317,0.0017588066063515318,0.0017588066063515318,,0,0.0,0.0024187564849853516,0.836,0.164,200,20.753954279272282
random,37,1000,168398.20212192723,168.39820212192723,149.01149979661682,,47,0.047,0.0037322044372558594,0.494,0.506,200,12.197121356427091
treat_all,37,1000,659595.0593926059,659.5950593926059,512.1166953818778,,541,0.541,0.0022735595703125,0.0,1.0,200,2.1439523396007845
F,37,1000,0.6714431990702088,0.0006714431990702088,0.0006714431990702088,,0,0.0,0.002471923828125,0.932,0.068,200,20.029018655231894
S2-linear,37,1000,43886.49151815857,43.886491518158564,43.886491518158564,,0,0.0,0.0024688243865966797,0.624,0.376,200,13.720091897120557
S2-lasso,37,1000,47893.78255282069,47.89378255282069,47.89378255282069,,0,0.0,0.002441883087158203,0.617,0.383,200,14.934486662043108
S2-knn,37,1000,0.2500318716547387,0.00025003187165473874,0.00025003187165473874,,0,0.0,0.002517223358154297,0.812,0.188,200,20.753954279272282
random,38,1000,179475.65454742947,179.47565454742946,164.52968774428774,,39,0.039,0.003709077835083008,0.492,0.508,200,12.197121356427091
treat_all,38,1000,687507.1655648237,687.5071655648237,570.1662760358926,,531,0.531,0.0023508071899414062,0.0,1.0,200,2.1439523396007845
F,38,1000,4.091362263705437,0.004091362263705437,0.004091362263705437,,0,0.0,0.002488851547241211,0.932,0.068,200,20.029018655231894
S2-linear,38,1000,35818.177795951866,35.81817779595187,35.81817779595187,,0,0.0,0.002450227737426758,0.65,0.35,200,13.720091897120557
S2-lasso,38,1000,22992.735085591947,22.992735085591946,22.992735085591946,,0,0.0,0.0024847984313964844,0.674,0.326,200,14.934486662043108
S2-knn,38,1000,6.628857361695074,0.006628857361695074,0.006628857361695074,,0,0.0,0.0025031566619873047,0.861,0.139,200,20.753954279272282
random,39,1000,169229.7749945002,169.22977499450022,137.96253959722213,,72,0.072,0.0036475658416748047,0.501,0.499,200,12.197121356427091
treat_all,39,1000,661448.6991674976,661.4486991674976,504.38701103410745,,573,0.573,0.002187013626098633,0.0,1.0,200,2.1439523396007845
F,39,1000,783.2313783466343,0.7832313783466343,0.7832313783466343,,0,0.0,0.0023725032806396484,0.923,0.077,200,20.029018655231894
S2-linear,39,1000,53475.45356242551,53.47545356242551,53.47545356242551,,0,0.0,0.002358675003051758,0.614,0.386,200,13.720091897120557
S2-lasso,39,1000,37680.91612599789,37.68091612599789,37.68091612599789,,0,0.0,0.002351522445678711,0.636,0.364,200,14.934486662043108
S2-knn,39,1000,210.36041220715921,0.2103604122071592,0.2103604122071592,,0,0.0,0.0024263858795166016,0.823,0.177,200,20.753954279272282
random,40,1000,170677.64558550096,170.67764558550095,160.23194667280103,,28,0.028,0.0037431716918945312,0.498,0.502,200,12.197121356427091
treat_all,40,1000,669304.3229335042,669.3043229335043,558.5833316393548,,526,0.526,0.002241373062133789,0.0,1.0,200,2.1439523396007845
F,40,1000,1.8233375617865164,0.0018233375617865164,0.0018233375617865164,,0,0.0,0.0024688243865966797,0.915,0.085,200,20.029018655231894
S2-linear,40,1000,52298.537261891535,52.29853726189153,52.29853726189153,,0,0.0,0.0024633407592773438,0.627,0.373,200,13.720091897120557
S2-lasso,40,1000,45497.55763687682,45.49755763687682,45.49755763687682,,0,0.0,0.0024268627166748047,0.638,0.362,200,14.934486662043108
S2-knn,40,1000,1.8233375617865164,0.0018233375617865164,0.0018233375617865164,,0,0.0,0.002460956573486328,0.846,0.154,200,20.753954279272282
random,41,1000,164284.74678042252,164.28474678042252,137.2562618006616,,66,0.066,0.003718852996826172,0.494,0.506,200,12.197121356427091
treat_all,41,1000,658432.1145159635,658.4321145159635,496.3679275328534,,560,0.56,0.0021986961364746094,0.0,1.0,200,2.1439523396007845
F,41,1000,7925.475873023591,7.925475873023591,7.925475873023591,,0,0.0,0.002344369888305664,0.934,0.066,200,20.029018655231894
S2-linear,41,1000,43358.877043975954,43.35887704397595,43.35887704397595,,0,0.0,0.0024504661560058594,0.624,0.376,200,13.720091897120557
S2-lasso,41,1000,31655.105532431087,31.655105532431087,31.655105532431087,,0,0.0,0.0023839473724365234,0.64,0.36,200,14.934486662043108
S2-knn,41,1000,430.82340843264456,0.43082340843264455,0.43082340843264455,,0,0.0,0.0024356842041015625,0.834,0.166,200,20.753954279272282
random,42,1000,161158.82184745598,161.15882184745598,131.89530802108985,,73,0.073,0.0036954879760742188,0.495,0.505,200,12.197121356427091
treat_all,42,1000,628121.7603054844,628.1217603054844,482.0420488562502,,568,0.568,0.002179384231567383,0.0,1.0,200,2.1439523396007845
F,42,1000,0.17058014194916704,0.00017058014194916703,0.00017058014194916703,,0,0.0,0.002440929412841797,0.926,0.074,200,20.029018655231894
S2-linear,42,1000,51838.08476096378,51.83808476096378,51.83808476096378,,0,0.0,0.0023670196533203125,0.619,0.381,200,13.720091897120557
S2-lasso,42,1000,46780.75698762326,46.780756987623256,46.780756987623256,,0,0.0,0.002413034439086914,0.63,0.37,200,14.934486662043108
S2-knn,42,1000,0.17058014194916704,0.00017058014194916703,0.00017058014194916703,,0,0.0,0.002406597137451172,0.82,0.18,200,20.753954279272282
random,43,1000,144682.2079499404,144.68220794994042,137.04685778962246,,20,0.02,0.003712892532348633,0.516,0.484,200,12.197121356427091
treat_all,43,1000,650089.4528559139,650.0894528559139,521.7881337747978,,536,0.536,0.0023148059844970703,0.0,1.0,200,2.1439523396007845
F,43,1000,754.3406824619885,0.7543406824619885,0.7543406824619885,,0,0.0,0.002462148666381836,0.921,0.079,200,20.029018655231894
S2-linear,43,1000,28574.207306028224,28.574207306028224,28.574207306028224,,0,0.0,0.002407073974609375,0.642,0.358,200,13.720091897120557
S2-lasso,43,1000,28068.899266434906,28.068899266434904,28.068899266434904,,0,0.0,0.002495288848876953,0.649,0.351,200,14.934486662043108
S2-knn,43,1000,0.42149523835818403,0.000421495238358184,0.000421495238358184,,0,0.0,0.0024726390838623047,0.826,0.174,200,20.753954279272282
random,44,1000,188096.82582010998,188.09682582010998,149.0128157399098,,93,0.093,0.0037276744842529297,0.478,0.522,200,12.197121356427091
treat_all,44,1000,656346.2267446707,656.3462267446706,515.3877498975257,,571,0.571,0.0022449493408203125,0.0,1.0,200,2.1439523396007845
F,44,1000,305.5417052844651,0.30554170528446506,0.30554170528446506,,0,0.0,0.0024383068084716797,0.93,0.07,200,20.029018655231894
S2-linear,44,1000,46277.472327484196,46.2774723274842,46.2774723274842,,0,0.0,0.0024652481079101562,0.634,0.366,200,13.720091897120557
S2-lasso,44,1000,36572.01127530531,36.572011275305314,36.572011275305314,,0,0.0,0.002395153045654297,0.647,0.353,200,14.934486662043108
S2-knn,44,1000,91.6625009945884,0.0916625009945884,0.0916625009945884,,0,0.0,0.0024449825286865234,0.854,0.146,200,20.753954279272282
random,45,1000,193359.8171383955,193.3598171383955,169.18757389781678,,62,0.062,0.0037305355072021484,0.506,0.494,200,12.197121356427091
treat_all,45,1000,681030.1570345048,681.0301570345048,567.0929941723238,,568,0.568,0.0022034645080566406,0.0,1.0,200,2.1439523396007845
F,45,1000,2059.7198191195157,2.0597198191195156,2.0597198191195156,,0,0.0,0.002360820770263672,0.928,0.072,200,20.029018655231894
S2-linear,45,1000,62888.29111244445,62.88829111244445,62.88829111244445,,0,0.0,0.002408266067504883,0.642,0.358,200,13.720091897120557
S2-lasso,45,1000,55689.53834036481,55.689538340364805,55.689538340364805,,0,0.0,0.002354860305786133,0.65,0.35,200,14.934486662043108
S2-knn,45,1000,1199.1554864514742,1.1991554864514742,1.1991554864514742,,0,0.0,0.002399444580078125,0.828,0.172,200,20.753954279272282
random,46,1000,181582.24055092278,181.5822405509228,158.84949775210072,,58,0.058,0.003671884536743164,0.491,0.509,200,12.197121356427091
treat_all,46,1000,671279.593148928,671.279593148928,538.8508812383515,,549,0.549,0.002251863479614258,0.0,1.0,200,2.1439523396007845
F,46,1000,10340.925224928775,10.340925224928775,10.340925224928775,,0,0.0,0.0023071765899658203,0.923,0.077,200,20.029018655231894
S2-linear,46,1000,39995.58395588725,39.99558395588725,39.99558395588725,,0,0.0,0.0023856163024902344,0.639,0.361,200,13.720091897120557
S2-lasso,46,1000,40160.969593924616,40.16096959392461,40.16096959392461,,0,0.0,0.0024085044860839844,0.64,0.36,200,14.934486662043108
