method,sim_seed,N_sim,total_wait,mean_wait_all,mean_wait_served,mean_oracle_outcome_served,num_unserved,frac_unserved,sim_wall_s,alloc_0,alloc_1,N,ipw_train,ipw_val
S2-linear,20,5000,16306.897072859734,3.261379414571947,3.261379414571947,,0,0.0,0.015961885452270508,0.5,0.5,500,0.0827110148331365,0.04576693828157087
S2-lasso,20,5000,503.3033518494417,0.10066067036988834,0.10066067036988834,,0,0.0,0.015667200088500977,0.5538,0.4462,500,0.0874313739982386,0.04572241326814553
S2-knn,20,5000,9696447.394388597,1939.2894788777196,1661.6159990278686,,1029,0.2058,0.015159130096435547,0.03,0.97,500,0.07744148326241608,0.046689593060866307
random,21,5000,1947.8678618255913,0.38957357236511825,0.38957357236511825,,0,0.0,0.02310490608215332,0.5036,0.4964,500,0.0828336840027877,0.04453834291574079
treat_all,21,5000,10467926.204162799,2093.58524083256,1774.7314513024066,,1234,0.2468,0.013913154602050781,0.0,1.0,500,0.06533290383195405,0.048243811203491575
F,21,5000,89.35093732470476,0.017870187464940953,0.017870187464940953,,0,0.0,0.015745162963867188,0.5846,0.4154,500,0.09693007760853431,0.042450792910306144
S2-linear,21,5000,643.4100900453133,0.12868201800906265,0.12868201800906265,,0,0.0,0.015653133392333984,0.5028,0.4972,500,0.0827110148331365,0.04576693828157087
S2-lasso,21,5000,75.23044051872678,0.015046088103745357,0.015046088103745357,,0,0.0,0.015612125396728516,0.559,0.441,500,0.0874313739982386,0.04572241326814553
S2-knn,21,5000,9691644.62480761,1938.3289249615218,1644.682854673564,,1077,0.2154,0.014972925186157227,0.0314,0.9686,500,0.07744148326241608,0.046689593060866307
random,22,5000,6718.139289770094,1.3436278579540188,1.3436278579540188,,0,0.0,0.023134946823120117,0.502,0.498,500,0.0828336840027877,0.04453834291574079
treat_all,22,5000,10760406.514194548,2152.08130283891,1813.0362005462152,,1289,0.2578,0.013962030410766602,0.0,1.0,500,0.06533290383195405,0.048243811203491575
F,22,5000,74.8455484095033,0.014969109681900659,0.014969109681900659,,0,0.0,0.015687942504882812,0.5858,0.4142,500,0.09693007760853431,0.042450792910306144
S2-linear,22,5000,53.43413177047918,0.010686826354095836,0.010686826354095836,,0,0.0,0.015613079071044922,0.5044,0.4956,500,0.0827110148331365,0.04576693828157087
S2-lasso,22,5000,35.473730471948016,0.007094746094389604,0.007094746094389604,,0,0.0,0.015664339065551758,0.5642,0.4358,500,0.0874313739982386,0.04572241326814553
S2-knn,22,5000,9916545.246286964,1983.3090492573929,1668.7380857854876,,1128,0.2256,0.014993906021118164,0.0322,0.9678,500,0.07744148326241608,0.046689593060866307
random,23,5000,108810.66628302907,21.762133256605814,21.762133256605814,,0,0.0,0.023102998733520508,0.4944,0.5056,500,0.0828336840027877,0.04453834291574079
treat_all,23,5000,10927754.19801907,2185.550839603814,1876.675935366755,,1232,0.2464,0.013962984085083008,0.0,1.0,500,0.06533290383195405,0.048243811203491575
F,23,5000,0.0,0.0,0.0,,0,0.0,0.0158841609954834,0.581,0.419,500,0.09693007760853431,0.042450792910306144
S2-linear,23,5000,8624.556591985238,1.7249113183970475,1.7249113183970475,,0,0.0,0.01567387580871582,0.5002,0.4998,500,0.0827110148331365,0.04576693828157087
S2-lasso,23,5000,0.0,0.0,0.0,,0,0.0,0.015745162963867188,0.5608,0.4392,500,0.0874313739982386,0.04572241326814553
S2-knn,23,5000,10082722.636917502,2016.5445273835003,1731.0636461751565,,1071,0.2142,0.015276670455932617,0.0322,0.9678,500,0.07744148326241608,0.046689593060866307
random,24,5000,0.0,0.0,0.0,,0,0.0,0.023159027099609375,0.5114,0.4886,500,0.0828336840027877,0.04453834291574079
treat_all,24,5000,10642659.248849262,2128.531849769852,1803.6182892384534,,1274,0.2548,0.014055967330932617,0.0,1.0,500,0.06533290383195405,0.048243811203491575
F,24,5000,0.0,0.0,0.0,,0,0.0,0.015839099884033203,0.592,0.408,500,0.09693007760853431,0.042450792910306144
S2-linear,24,5000,1580.375818140334,0.3160751636280668,0.3160751636280668,,0,0.0,0.015614986419677734,0.502,0.498,500,0.0827110148331365,0.04576693828157087
S2-lasso,24,5000,0.0,0.0,0.0,,0,0.0,0.015804290771484375,0.5656,0.4344,500,0.0874313739982386,0.04572241326814553
S2-knn,24,5000,9848686.163942356,1969.7372327884711,1671.9643811516241,,1109,0.2218,0.015076875686645508,0.033,0.967,500,0.07744148326241608,0.046689593060866307
random,25,5000,3947.30440545597,0.7894608810911941,0.7894608810911941,,0,0.0,0.023427963256835938,0.5128,0.4872,500,0.0828336840027877,0.04453834291574079
treat_all,25,5000,11153167.183476366,2230.6334366952733,1926.4045687683215,,1222,0.2444,0.014106035232543945,0.0,1.0,500,0.06533290383195405,0.048243811203491575
F,25,5000,89.63491274288643,0.017926982548577285,0.017926982548577285,,0,0.0,0.01595592498779297,0.5902,0.4098,500,0.09693007760853431,0.042450792910306144
S2-linear,25,5000,55574.51807291626,11.114903614583252,11.114903614583252,,0,0.0,0.01587986946105957,0.504,0.496,500,0.0827110148331365,0.04576693828157087
S2-lasso,25,5000,24.3303615920575,0.0048660723184115,0.0048660723184115,,0,0.0,0.0158388614654541,0.5628,0.4372,500,0.0874313739982386,0.04572241326814553
S2-knn,25,5000,10364335.312974935,2072.867062594987,1790.9877815320244,,1071,0.2142,0.015223026275634766,0.0302,0.9698,500,0.07744148326241608,0.046689593060866307
random,26,5000,135277.40143341466,27.055480286682933,27.055480286682933,,0,0.0,0.02306079864501953,0.493,0.507,500,0.0828336840027877,0.04453834291574079
treat_all,26,5000,11207168.08393507,2241.433616787014,1926.1755376951812,,1252,0.2504,0.013986825942993164,0.0,1.0,500,0.06533290383195405,0.048243811203491575
F,26,5000,482.0978311320139,0.09641956622640277,0.09641956622640277,,0,0.0,0.015794992446899414,0.5852,0.4148,500,0.09693007760853431,0.042450792910306144
S2-linear,26,5000,107403.47165597827,21.480694331195654,21.480694331195654,,0,0.0,0.015439033508300781,0.4952,0.5048,500,0.0827110148331365,0.04576693828157087
S2-lasso,26,5000,3771.049824978628,0.7542099649957256,0.7542099649957256,,0,0.0,0.015787124633789062,0.5614,0.4386,500,0.0874313739982386,0.04572241326814553
S2-knn,26,5000,10518117.95305057,2103.623590610114,1808.491228038647,,1115,0.223,0.015154123306274414,0.0274,0.9726,500,0.07744148326241608,0.046689593060866307
random,27,5000,51940.87311207079,10.388174622414157,10.388174622414157,,0,0.0,0.022998809814453125,0.5096,0.4904,500,0.0828336840027877,0.04453834291574079
treat_all,27,5000,11222284.007482462,2244.4568014964925,1912.2424900946805,,1358,0.2716,0.013789892196655273,0.0,1.0,500,0.06533290383195405,0.048243811203491575
F,27,5000,10.33218840909664,0.002066437681819328,0.002066437681819328,,0,0.0,0.015606164932250977,0.576,0.424,500,0.09693007760853431,0.042450792910306144
S2-linear,27,5000,109864.26350072245,21.97285270014449,21.97285270014449,,0,0.0,0.015315771102905273,0.5008,0.4992,500,0.0827110148331365,0.04576693828157087
S2-lasso,27,5000,3.1378256919818535,0.0006275651383963707,0.0006275651383963707,,0,0.0,0.015536785125732422,0.5582,0.4418,500,0.0874313739982386,0.04572241326814553
S2-knn,27,5000,10441959.965964213,2088.3919931928426,1775.0661914681039,,1202,0.2404,0.014944076538085938,0.0312,0.9688,500,0.07744148326241608,0.046689593060866307
random,28,5000,25886.772993821643,5.177354598764329,5.177354598764329,,0,0.0,0.023059844970703125,0.5004,0.4996,500,0.0828336840027877,0.04453834291574079
treat_all,28,5000,10917665.540500484,2183.533108100097,1848.9997322864394,,1301,0.2602,0.013830184936523438,0.0,1.0,500,0.06533290383195405,0.048243811203491575
F,28,5000,5.436934588030681,0.0010873869176061361,0.0010873869176061361,,0,0.0,0.015736103057861328,0.6,0.4,500,0.09693007760853431,0.042450792910306144
S2-linear,28,5000,1999.6865003915016,0.3999373000783003,0.3999373000783003,,0,0.0,0.015524148941040039,0.5028,0.4972,500,0.0827110148331365,0.04576693828157087
S2-lasso,28,5000,0.13580465382847734,2.7160930765695468e-05,2.7160930765695468e-05,,0,0.0,0.015534162521362305,0.5552,0.4448,500,0.0874313739982386,0.04572241326814553
S2-knn,28,5000,10279092.225176334,2055.818445035267,1740.6894303561098,,1167,0.2334,0.014956951141357422,0.0268,0.9732,500,0.07744148326241608,0.046689593060866307
random,29,5000,1937.2343769471006,0.38744687538942013,0.38744687538942013,,0,0.0,0.023108243942260742,0.501,0.499,500,0.0828336840027877,0.04453834291574079
treat_all,29,5000,10607182.37827996,2121.436475655992,1832.4448692054407,,1141,0.2282,0.013969898223876953,0.0,1.0,500,0.06533290383195405,0.048243811203491575
F,29,5000,16.474924213001323,0.0032949848426002647,0.0032949848426002647,,0,0.0,0.01577305793762207,0.5874,0.4126,500,0.09693007760853431,0.042450792910306144
S2-linear,29,5000,6416.890954496818,1.2833781908993636,1.2833781908993636,,0,0.0,0.015590906143188477,0.4906,0.5094,500,0.0827110148331365,0.04576693828157087
S2-lasso,29,5000,43.923487260704874,0.008784697452140975,0.008784697452140975,,0,0.0,0.015692710876464844,0.5488,0.4512,500,0.0874313739982386,0.04572241326814553
S2-knn,29,5000,9775996.890198842,1955.1993780397684,1694.6988133754203,,972,0.1944,0.015172958374023438,0.0338,0.9662,500,0.07744148326241608,0.046689593060866307
random,0,5000,0.5678012377599861,0.00011356024755199723,0.00011356024755199723,,0,0.0,0.024634122848510742,0.504,0.496,700,0.037570404295661226,0.04333286138572597
treat_all,0,5000,10356883.990571119,2071.3767981142237,1778.4242252926815,,1117,0.2234,0.014256954193115234,0.0,1.0,700,0.04309035144387242,0.048243811203491575
F,0,5000,0.0,0.0,0.0,,0,0.0,0.01653313636779785,0.6562,0.3438,700,0.052572370202134754,0.04615146124870954
S2-linear,0,5000,0.0,0.0,0.0,,0,0.0,0.016196250915527344,0.677,0.323,700,0.031129786256161276,0.045543177669676416
S2-lasso,0,5000,0.0,0.0,0.0,,0,0.0,0.016695022583007812,0.7588,0.2412,700,0.039712411557656306,0.04750835726944053
S2-knn,0,5000,8439543.626802148,1687.9087253604296,1473.884036380322,,735,0.147,0.015823841094970703,0.0764,0.9236,700,0.05246799642067066,0.04738070915245341
random,1,5000,130491.0979068128,26.09821958136256,26.09821958136256,,0,0.0,0.02336406707763672,0.5128,0.4872,700,0.037570404295661226,0.04333286138572597
treat_all,1,5000,11473759.521108635,2294.751904221727,1976.1657563596868,,1309,0.2618,0.014019012451171875,0.0,1.0,700,0.04309035144387242,0.048243811203491575
F,1,5000,346.9115933366229,0.06938231866732458,0.06938231866732458,,0,0.0,0.01596212387084961,0.6378,0.3622,700,0.052572370202134754,0.04615146124870954
S2-linear,1,5000,1114.5021084610503,0.22290042169221005,0.22290042169221005,,0,0.0,0.01562976837158203,0.6542,0.3458,700,0.031129786256161276,0.045543177669676416
S2-lasso,1,5000,105.70602924132761,0.021141205848265524,0.021141205848265524,,0,0.0,0.015681982040405273,0.7558,0.2442,700,0.039712411557656306,0.04750835726944053
S2-knn,1,5000,9342785.129973182,1868.5570259946364,1620.2493833745186,,890,0.178,0.015273809432983398,0.0838,0.9162,700,0.05246799642067066,0.04738070915245341
random,2,5000,1483.3377719487644,0.2966675543897529,0.2966675543897529,,0,0.0,0.02319812774658203,0.51,0.49,700,0.037570404295661226,0.04333286138572597
treat_all,2,5000,11208001.827710196,2241.600365542039,1880.8117402800444,,1351,0.2702,0.013809919357299805,0.0,1.0,700,0.04309035144387242,0.048243811203491575
F,2,5000,105.10042263437887,0.021020084526875774,0.021020084526875774,,0,0.0,0.015833139419555664,0.637,0.363,700,0.052572370202134754,0.04615146124870954
S2-linear,2,5000,60.10402166043555,0.012020804332087109,0.012020804332087109,,0,0.0,0.01592397689819336,0.6656,0.3344,700,0.031129786256161276,0.045543177669676416
S2-lasso,2,5000,56.871192765723016,0.011374238553144603,0.011374238553144603,,0,0.0,0.015861988067626953,0.75,0.25,700,0.039712411557656306,0.04750835726944053
S2-knn,2,5000,9210923.47318012,1842.1846946360242,1556.853815038044,,943,0.1886,0.015208959579467773,0.0816,0.9184,700,0.05246799642067066,0.04738070915245341
random,3,5000,35062.57123460376,7.012514246920753,7.012514246920753,,0,0.0,0.02320098876953125,0.4904,0.5096,700,0.037570404295661226,0.04333286138572597
treat_all,3,5000,10647142.43141778,2129.428486283556,1845.3754256461218,,1164,0.2328,0.013912200927734375,0.0,1.0,700,0.04309035144387242,0.048243811203491575
F,3,5000,3.4602051074600215,0.0006920410214920043,0.0006920410214920043,,0,0.0,0.015818119049072266,0.649,0.351,700,0.052572370202134754,0.04615146124870954
S2-linear,3,5000,4.96376252236885,0.00099275250447377,0.00099275250447377,,0,0.0,0.015673160552978516,0.6724,0.3276,700,0.031129786256161276,0.045543177669676416
S2-lasso,3,5000,3.648349643406642,0.0007296699286813284,0.0007296699286813284,,0,0.0,0.015750885009765625,0.762,0.238,700,0.039712411557656306,0.04750835726944053
S2-knn,3,5000,8711637.182882218,1742.3274365764435,1526.404340485592,,780,0.156,0.015315055847167969,0.0768,0.9232,700,0.05246799642067066,0.04738070915245341
random,4,5000,7906.3803740259245,1.5812760748051848,1.5812760748051848,,0,0.0,0.02333807945251465,0.4988,0.5012,700,0.037570404295661226,0.04333286138572597
treat_all,4,5000,10693641.198083345,2138.728239616669,1825.8924519960478,,1228,0.2456,0.01377105712890625,0.0,1.0,700,0.04309035144387242,0.048243811203491575
F,4,5000,0.0,0.0,0.0,,0,0.0,0.01578664779663086,0.6382,0.3618,700,0.052572370202134754,0.04615146124870954
S2-linear,4,5000,0.0,0.0,0.0,,0,0.0,0.015568971633911133,0.663,0.337,700,0.031129786256161276,0.045543177669676416
S2-lasso,4,5000,0.0,0.0,0.0,,0,0.0,0.015557289123535156,0.758,0.242,700,0.039712411557656306,0.04750835726944053
S2-knn,4,5000,8629612.937491909,1725.9225874983817,1491.323407136964,,817,0.1634,0.015170097351074219,0.0822,0.9178,700,0.05246799642067066,0.04738070915245341
random,5,5000,9630.436500480233,1.9260873000960466,1.9260873000960466,,0,0.0,0.023300647735595703,0.4978,0.5022,700,0.037570404295661226,0.04333286138572597
treat_all,5,5000,10432807.88009182,2086.561576018364,1777.2892787374176,,1199,0.2398,0.013812065124511719,0.0,1.0,700,0.04309035144387242,0.048243811203491575
F,5,5000,0.0,0.0,0.0,,0,0.0,0.01581716537475586,0.647,0.353,700,0.052572370202134754,0.04615146124870954
S2-linear,5,5000,2.756040415449263,0.0005512080830898526,0.0005512080830898526,,0,0.0,0.01563715934753418,0.6756,0.3244,700,0.031129786256161276,0.045543177669676416
S2-lasso,5,5000,0.0,0.0,0.0,,0,0.0,0.0159909725189209,0.7636,0.2364,700,0.039712411557656306,0.04750835726944053
S2-knn,5,5000,8399019.930387244,1679.8039860774488,1449.3309058371838,,797,0.1594,0.015402078628540039,0.0804,0.9196,700,0.05246799642067066,0.04738070915245341
random,6,5000,10020.33823943477,2.004067647886954,2.004067647886954,,0,0.0,0.023878097534179688,0.502,0.498,700,0.037570404295661226,0.04333286138572597
treat_all,6,5000,10732678.350417584,2146.535670083517,1866.2327028010166,,1086,0.2172,0.014220714569091797,0.0,1.0,700,0.04309035144387242,0.048243811203491575
F,6,5000,6.8140119053529915,0.0013628023810705982,0.0013628023810705982,,0,0.0,0.016627073287963867,0.6458,0.3542,700,0.052572370202134754,0.04615146124870954
S2-linear,6,5000,2.028285632769517,0.00040565712655390345,0.00040565712655390345,,0,0.0,0.01630401611328125,0.6684,0.3316,700,0.031129786256161276,0.045543177669676416
S2-lasso,6,5000,92.5756854751803,0.01851513709503606,0.01851513709503606,,0,0.0,0.016663074493408203,0.757,0.243,700,0.039712411557656306,0.04750835726944053
S2-knn,6,5000,8512614.562507734,1702.5229125015467,1510.150629313681,,660,0.132,0.015845060348510742,0.0852,0.9148,700,0.05246799642067066,0.04738070915245341
random,7,5000,142694.21216897175,28.53884243379435,28.53884243379435,,0,0.0,0.023705005645751953,0.4952,0.5048,700,0.037570404295661226,0.04333286138572597
treat_all,7,5000,11141284.627039354,2228.2569254078708,1866.819665428606,,1391,0.2782,0.014129877090454102,0.0,1.0,700,0.04309035144387242,0.048243811203491575
F,7,5000,1.8781865942398936,0.00037563731884797874,0.00037563731884797874,,0,0.0,0.016260862350463867,0.6334,0.3666,700,0.052572370202134754,0.04615146124870954
S2-linear,7,5000,0.8012359819582868,0.00016024719639165736,0.00016024719639165736,,0,0.0,0.015911102294921875,0.6694,0.3306,700,0.031129786256161276,0.045543177669676416
S2-lasso,7,5000,3.2684259000081908,0.0006536851800016381,0.0006536851800016381,,0,0.0,0.015861034393310547,0.7558,0.2442,700,0.039712411557656306,0.04750835726944053
S2-knn,7,5000,9059949.170640785,1811.989834128157,1526.7711260017152,,965,0.193,0.01559305191040039,0.0852,0.9148,700,0.05246799642067066,0.04738070915245341
random,8,5000,44571.148407122615,8.914229681424523,8.914229681424523,,0,0.0,0.02376079559326172,0.5012,0.4988,700,0.037570404295661226,0.04333286138572597
treat_all,8,5000,11103986.520306807,2220.7973040613615,1914.2402486639824,,1267,0.2534,0.01395106315612793,0.0,1.0,700,0.04309035144387242,0.048243811203491575
F,8,5000,0.7926722744706318,0.00015853445489412635,0.00015853445489412635,,0,0.0,0.016252756118774414,0.6398,0.3602,700,0.052572370202134754,0.04615146124870954
S2-linear,8,5000,0.20201342688756796,4.040268537751359e-05,4.040268537751359e-05,,0,0.0,0.015902996063232422,0.6748,0.3252,700,0.031129786256161276,0.045543177669676416
S2-lasso,8,5000,2.431833969707358,0.0004863667939414716,0.0004863667939414716,,0,0.0,0.016110897064208984,0.761,0.239,700,0.039712411557656306,0.04750835726944053
